Index,L1,L2,L1_02
23946_RNA,T cell,CD4 Memory,T cell_RNA
23947_RNA,B cell,Memory B,B cell_RNA
23948_RNA,B cell,Memory B,B cell_RNA
23949_RNA,T cell,CD4 Naive,T cell_RNA
23950_RNA,T cell,CD4 Memory,T cell_RNA
23951_RNA,T cell,CD4 Naive,T cell_RNA
23952_RNA,T cell,CD4 Naive,T cell_RNA
23953_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
23954_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23955_RNA,B cell,Naive B,B cell_RNA
23956_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23957_RNA,T cell,CD4 Naive,T cell_RNA
23958_RNA,T cell,CD8 Effector_1,T cell_RNA
23959_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23960_RNA,B cell,Memory B,B cell_RNA
23961_RNA,T cell,CD8 Memory_1,T cell_RNA
23962_RNA,T cell,CD4 Memory,T cell_RNA
23963_RNA,T cell,CD8 Naive,T cell_RNA
23964_RNA,T cell,CD4 Naive,T cell_RNA
23965_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23966_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23967_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
23968_RNA,Progenitor cells,GMP,Progenitor cells_RNA
23969_RNA,T cell,CD4 Naive,T cell_RNA
23970_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23971_RNA,B cell,Naive B,B cell_RNA
23972_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23973_RNA,T cell,CD8 Naive,T cell_RNA
23974_RNA,T cell,CD4 Memory,T cell_RNA
23975_RNA,T cell,CD4 Naive,T cell_RNA
23976_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
23977_RNA,T cell,CD4 Naive,T cell_RNA
23978_RNA,T cell,CD8 Naive,T cell_RNA
23979_RNA,T cell,CD4 Memory,T cell_RNA
23980_RNA,T cell,CD8 Memory_2,T cell_RNA
23981_RNA,T cell,CD8 Naive,T cell_RNA
23982_RNA,B cell,Naive B,B cell_RNA
23983_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23984_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23985_RNA,T cell,CD4 Memory,T cell_RNA
23986_RNA,B cell,Naive B,B cell_RNA
23987_RNA,T cell,CD4 Naive,T cell_RNA
23988_RNA,T cell,CD8 Naive,T cell_RNA
23989_RNA,NK,NK,NK_RNA
23990_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23991_RNA,T cell,CD4 Memory,T cell_RNA
23992_RNA,T cell,CD8 Effector_1,T cell_RNA
23993_RNA,NK,NK,NK_RNA
23994_RNA,T cell,CD8 Naive,T cell_RNA
23995_RNA,T cell,CD4 Memory,T cell_RNA
23996_RNA,T cell,CD8 Naive,T cell_RNA
23997_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
23998_RNA,T cell,CD8 Effector_2,T cell_RNA
23999_RNA,T cell,CD4 Naive,T cell_RNA
24000_RNA,B cell,Naive B,B cell_RNA
24001_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24002_RNA,Mono/DC,pDC,Mono/DC_RNA
24003_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24004_RNA,T cell,CD4 Memory,T cell_RNA
24005_RNA,Mono/DC,pDC,Mono/DC_RNA
24006_RNA,B cell,Naive B,B cell_RNA
24007_RNA,T cell,CD4 Naive,T cell_RNA
24008_RNA,Mono/DC,cDC2,Mono/DC_RNA
24009_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24010_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24011_RNA,B cell,Memory B,B cell_RNA
24012_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
24013_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
24014_RNA,B cell,Naive B,B cell_RNA
24015_RNA,T cell,CD8 Naive,T cell_RNA
24016_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
24017_RNA,T cell,CD8 Effector_2,T cell_RNA
24018_RNA,T cell,CD4 Naive,T cell_RNA
24019_RNA,T cell,CD4 Naive,T cell_RNA
24020_RNA,NK,NK,NK_RNA
24021_RNA,B cell,Naive B,B cell_RNA
24022_RNA,NK,NK,NK_RNA
24023_RNA,T cell,CD8 Naive,T cell_RNA
24024_RNA,B cell,Naive B,B cell_RNA
24025_RNA,T cell,CD4 Naive,T cell_RNA
24026_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24027_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24028_RNA,T cell,CD4 Naive,T cell_RNA
24029_RNA,T cell,MAIT,T cell_RNA
24030_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24031_RNA,B cell,Memory B,B cell_RNA
24032_RNA,B cell,Naive B,B cell_RNA
24033_RNA,T cell,CD4 Naive,T cell_RNA
24034_RNA,T cell,CD8 Memory_1,T cell_RNA
24035_RNA,B cell,Naive B,B cell_RNA
24036_RNA,T cell,CD8 Memory_1,T cell_RNA
24037_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24038_RNA,T cell,CD4 Memory,T cell_RNA
24039_RNA,T cell,MAIT,T cell_RNA
24040_RNA,T cell,CD8 Memory_1,T cell_RNA
24041_RNA,T cell,CD4 Memory,T cell_RNA
24042_RNA,B cell,Memory B,B cell_RNA
24043_RNA,NK,NK,NK_RNA
24044_RNA,T cell,CD4 Naive,T cell_RNA
24045_RNA,T cell,CD4 Memory,T cell_RNA
24046_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24047_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
24048_RNA,B cell,Memory B,B cell_RNA
24049_RNA,Mono/DC,cDC2,Mono/DC_RNA
24050_RNA,T cell,CD8 Memory_2,T cell_RNA
24051_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24052_RNA,T cell,CD4 Memory,T cell_RNA
24053_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
24054_RNA,T cell,CD8 Naive,T cell_RNA
24055_RNA,NK,NK,NK_RNA
24056_RNA,NK,NK,NK_RNA
24057_RNA,T cell,CD8 Memory_2,T cell_RNA
24058_RNA,T cell,CD4 Naive,T cell_RNA
24059_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24060_RNA,T cell,CD4 Naive,T cell_RNA
24061_RNA,T cell,CD4 Memory,T cell_RNA
24062_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24063_RNA,T cell,gdT,T cell_RNA
24064_RNA,T cell,CD8 Memory_2,T cell_RNA
24065_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24066_RNA,T cell,CD8 Naive,T cell_RNA
24067_RNA,B cell,Memory B,B cell_RNA
24068_RNA,T cell,CD8 Memory_1,T cell_RNA
24069_RNA,T cell,MAIT,T cell_RNA
24070_RNA,B cell,Memory B,B cell_RNA
24071_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24072_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24073_RNA,T cell,CD8 Naive,T cell_RNA
24074_RNA,T cell,CD8 Naive,T cell_RNA
24075_RNA,T cell,CD4 Naive,T cell_RNA
24076_RNA,T cell,CD4 Naive,T cell_RNA
24077_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24078_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24079_RNA,T cell,CD4 Naive,T cell_RNA
24080_RNA,NK,NK,NK_RNA
24081_RNA,T cell,CD4 Naive,T cell_RNA
24082_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24083_RNA,T cell,CD8 Naive,T cell_RNA
24084_RNA,T cell,CD8 Memory_2,T cell_RNA
24085_RNA,NK,NK,NK_RNA
24086_RNA,T cell,CD8 Memory_1,T cell_RNA
24087_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24088_RNA,T cell,CD4 Naive,T cell_RNA
24089_RNA,T cell,CD4 Naive,T cell_RNA
24090_RNA,T cell,CD4 Naive,T cell_RNA
24091_RNA,Progenitor cells,LMPP,Progenitor cells_RNA
24092_RNA,T cell,CD4 Memory,T cell_RNA
24093_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24094_RNA,T cell,CD4 Naive,T cell_RNA
24095_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24096_RNA,T cell,gdT,T cell_RNA
24097_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24098_RNA,T cell,MAIT,T cell_RNA
24099_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24100_RNA,T cell,CD4 Naive,T cell_RNA
24101_RNA,B cell,Naive B,B cell_RNA
24102_RNA,B cell,Naive B,B cell_RNA
24103_RNA,T cell,CD4 Naive,T cell_RNA
24104_RNA,T cell,CD4 Naive,T cell_RNA
24105_RNA,T cell,CD8 Naive,T cell_RNA
24106_RNA,T cell,CD4 Naive,T cell_RNA
24107_RNA,T cell,CD4 Memory,T cell_RNA
24108_RNA,T cell,CD4 Naive,T cell_RNA
24109_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24110_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24111_RNA,T cell,CD8 Naive,T cell_RNA
24112_RNA,Mono/DC,cDC2,Mono/DC_RNA
24113_RNA,NK,NK,NK_RNA
24114_RNA,B cell,Plasmablast,B cell_RNA
24115_RNA,B cell,Memory B,B cell_RNA
24116_RNA,T cell,CD8 Naive,T cell_RNA
24117_RNA,B cell,Memory B,B cell_RNA
24118_RNA,T cell,CD8 Naive,T cell_RNA
24119_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24120_RNA,NK,NK,NK_RNA
24121_RNA,T cell,CD4 Naive,T cell_RNA
24122_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24123_RNA,B cell,Naive B,B cell_RNA
24124_RNA,T cell,CD8 Naive,T cell_RNA
24125_RNA,T cell,CD4 Memory,T cell_RNA
24126_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24127_RNA,T cell,CD4 Memory,T cell_RNA
24128_RNA,T cell,CD8 Memory_2,T cell_RNA
24129_RNA,B cell,Naive B,B cell_RNA
24130_RNA,T cell,CD4 Memory,T cell_RNA
24131_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
24132_RNA,T cell,CD4 Naive,T cell_RNA
24133_RNA,T cell,CD4 Memory,T cell_RNA
24134_RNA,T cell,CD8 Memory_1,T cell_RNA
24135_RNA,Mono/DC,pDC,Mono/DC_RNA
24136_RNA,T cell,CD4 Naive,T cell_RNA
24137_RNA,B cell,Memory B,B cell_RNA
24138_RNA,T cell,Treg,T cell_RNA
24139_RNA,T cell,CD4 Naive,T cell_RNA
24140_RNA,T cell,CD8 Memory_1,T cell_RNA
24141_RNA,B cell,Plasmablast,B cell_RNA
24142_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24143_RNA,T cell,CD4 Memory,T cell_RNA
24144_RNA,T cell,MAIT,T cell_RNA
24145_RNA,T cell,CD4 Naive,T cell_RNA
24146_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24147_RNA,T cell,CD4 Naive,T cell_RNA
24148_RNA,Progenitor cells,GMP,Progenitor cells_RNA
24149_RNA,T cell,CD4 Memory,T cell_RNA
24150_RNA,T cell,CD4 Memory,T cell_RNA
24151_RNA,T cell,CD4 Naive,T cell_RNA
24152_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24153_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24154_RNA,T cell,CD4 Naive,T cell_RNA
24155_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24156_RNA,T cell,CD8 Effector_2,T cell_RNA
24157_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24158_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24159_RNA,T cell,CD4 Naive,T cell_RNA
24160_RNA,B cell,Memory B,B cell_RNA
24161_RNA,T cell,CD4 Naive,T cell_RNA
24162_RNA,T cell,CD4 Memory,T cell_RNA
24163_RNA,T cell,CD4 Memory,T cell_RNA
24164_RNA,T cell,CD8 Naive,T cell_RNA
24165_RNA,Mono/DC,cDC2,Mono/DC_RNA
24166_RNA,T cell,CD8 Naive,T cell_RNA
24167_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24168_RNA,B cell,Memory B,B cell_RNA
24169_RNA,T cell,CD4 Naive,T cell_RNA
24170_RNA,T cell,CD4 Memory,T cell_RNA
24171_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24172_RNA,T cell,CD4 Naive,T cell_RNA
24173_RNA,B cell,Memory B,B cell_RNA
24174_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24175_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24176_RNA,T cell,CD4 Naive,T cell_RNA
24177_RNA,T cell,CD4 Naive,T cell_RNA
24178_RNA,T cell,CD8 Naive,T cell_RNA
24179_RNA,T cell,CD4 Naive,T cell_RNA
24180_RNA,T cell,CD4 Memory,T cell_RNA
24181_RNA,T cell,CD8 Naive,T cell_RNA
24182_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
24183_RNA,Mono/DC,pDC,Mono/DC_RNA
24184_RNA,T cell,CD4 Memory,T cell_RNA
24185_RNA,NK,NK,NK_RNA
24186_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24187_RNA,T cell,CD4 Memory,T cell_RNA
24188_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24189_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24190_RNA,T cell,CD8 Memory_2,T cell_RNA
24191_RNA,T cell,MAIT,T cell_RNA
24192_RNA,T cell,CD4 Naive,T cell_RNA
24193_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24194_RNA,NK,NK,NK_RNA
24195_RNA,T cell,CD4 Memory,T cell_RNA
24196_RNA,T cell,CD4 Naive,T cell_RNA
24197_RNA,B cell,Naive B,B cell_RNA
24198_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24199_RNA,NK,NK,NK_RNA
24200_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24201_RNA,T cell,CD4 Naive,T cell_RNA
24202_RNA,T cell,MAIT,T cell_RNA
24203_RNA,T cell,CD8 Naive,T cell_RNA
24204_RNA,Mono/DC,cDC2,Mono/DC_RNA
24205_RNA,NK,NK,NK_RNA
24206_RNA,T cell,CD4 Memory,T cell_RNA
24207_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24208_RNA,T cell,CD4 Memory,T cell_RNA
24209_RNA,T cell,CD4 Memory,T cell_RNA
24210_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24211_RNA,B cell,Memory B,B cell_RNA
24212_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24213_RNA,T cell,CD8 Naive,T cell_RNA
24214_RNA,T cell,CD8 Effector_1,T cell_RNA
24215_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
24216_RNA,T cell,CD8 Naive,T cell_RNA
24217_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24218_RNA,T cell,CD4 Naive,T cell_RNA
24219_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24220_RNA,T cell,CD4 Naive,T cell_RNA
24221_RNA,T cell,CD4 Naive,T cell_RNA
24222_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24223_RNA,T cell,CD4 Naive,T cell_RNA
24224_RNA,T cell,CD8 Naive,T cell_RNA
24225_RNA,T cell,CD8 Naive,T cell_RNA
24226_RNA,B cell,Memory B,B cell_RNA
24227_RNA,Mono/DC,CD16 Mono,Mono/DC_RNA
24228_RNA,T cell,CD8 Memory_1,T cell_RNA
24229_RNA,T cell,CD8 Naive,T cell_RNA
24230_RNA,T cell,CD4 Naive,T cell_RNA
24231_RNA,T cell,CD4 Naive,T cell_RNA
24232_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24233_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24234_RNA,B cell,Naive B,B cell_RNA
24235_RNA,B cell,Naive B,B cell_RNA
24236_RNA,NK,NK,NK_RNA
24237_RNA,T cell,CD4 Memory,T cell_RNA
24238_RNA,T cell,CD4 Naive,T cell_RNA
24239_RNA,T cell,CD4 Naive,T cell_RNA
24240_RNA,T cell,CD8 Naive,T cell_RNA
24241_RNA,B cell,Naive B,B cell_RNA
24242_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24243_RNA,T cell,CD8 Naive,T cell_RNA
24244_RNA,Mono/DC,pDC,Mono/DC_RNA
24245_RNA,T cell,MAIT,T cell_RNA
24246_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24247_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24248_RNA,T cell,CD4 Naive,T cell_RNA
24249_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24250_RNA,B cell,Naive B,B cell_RNA
24251_RNA,T cell,CD4 Naive,T cell_RNA
24252_RNA,T cell,CD8 Effector_1,T cell_RNA
24253_RNA,T cell,CD4 Naive,T cell_RNA
24254_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24255_RNA,Progenitor cells,GMP,Progenitor cells_RNA
24256_RNA,NK,NK,NK_RNA
24257_RNA,NK,NK,NK_RNA
24258_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24259_RNA,T cell,CD4 Memory,T cell_RNA
24260_RNA,T cell,CD8 Naive,T cell_RNA
24261_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24262_RNA,T cell,CD4 Naive,T cell_RNA
24263_RNA,Mono/DC,pDC,Mono/DC_RNA
24264_RNA,T cell,CD4 Naive,T cell_RNA
24265_RNA,T cell,CD8 Naive,T cell_RNA
24266_RNA,T cell,CD8 Naive,T cell_RNA
24267_RNA,T cell,CD8 Naive,T cell_RNA
24268_RNA,T cell,CD4 Memory,T cell_RNA
24269_RNA,T cell,CD8 Effector_2,T cell_RNA
24270_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24271_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24272_RNA,Progenitor cells,GMP,Progenitor cells_RNA
24273_RNA,B cell,Memory B,B cell_RNA
24274_RNA,T cell,CD4 Memory,T cell_RNA
24275_RNA,T cell,CD8 Effector_1,T cell_RNA
24276_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24277_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24278_RNA,T cell,CD4 Naive,T cell_RNA
24279_RNA,NK,NK,NK_RNA
24280_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
24281_RNA,T cell,CD4 Naive,T cell_RNA
24282_RNA,NK,NK,NK_RNA
24283_RNA,T cell,CD8 Naive,T cell_RNA
24284_RNA,B cell,Memory B,B cell_RNA
24285_RNA,B cell,Memory B,B cell_RNA
24286_RNA,T cell,CD4 Naive,T cell_RNA
24287_RNA,T cell,CD8 Naive,T cell_RNA
24288_RNA,B cell,Naive B,B cell_RNA
24289_RNA,Progenitor cells,Prog_B 1,Progenitor cells_RNA
24290_RNA,Progenitor cells,Prog_DC,Progenitor cells_RNA
24291_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24292_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24293_RNA,B cell,Memory B,B cell_RNA
24294_RNA,T cell,CD8 Memory_2,T cell_RNA
24295_RNA,NK,NK,NK_RNA
24296_RNA,T cell,CD8 Naive,T cell_RNA
24297_RNA,T cell,CD4 Naive,T cell_RNA
24298_RNA,T cell,CD8 Naive,T cell_RNA
24299_RNA,T cell,CD4 Memory,T cell_RNA
24300_RNA,T cell,CD4 Naive,T cell_RNA
24301_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24302_RNA,T cell,CD4 Naive,T cell_RNA
24303_RNA,T cell,CD8 Memory_2,T cell_RNA
24304_RNA,T cell,CD8 Memory_1,T cell_RNA
24305_RNA,T cell,CD8 Naive,T cell_RNA
24306_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24307_RNA,T cell,CD4 Memory,T cell_RNA
24308_RNA,NK,NK,NK_RNA
24309_RNA,T cell,CD8 Naive,T cell_RNA
24310_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24311_RNA,T cell,CD8 Naive,T cell_RNA
24312_RNA,Mono/DC,pDC,Mono/DC_RNA
24313_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24314_RNA,T cell,CD4 Memory,T cell_RNA
24315_RNA,T cell,CD4 Memory,T cell_RNA
24316_RNA,T cell,CD8 Effector_2,T cell_RNA
24317_RNA,T cell,CD8 Naive,T cell_RNA
24318_RNA,T cell,CD4 Naive,T cell_RNA
24319_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
24320_RNA,T cell,CD4 Memory,T cell_RNA
24321_RNA,T cell,CD4 Memory,T cell_RNA
24322_RNA,T cell,CD8 Naive,T cell_RNA
24323_RNA,NK,CD56 bright NK,NK_RNA
24324_RNA,B cell,Naive B,B cell_RNA
24325_RNA,T cell,CD4 Naive,T cell_RNA
24326_RNA,T cell,CD8 Naive,T cell_RNA
24327_RNA,NK,NK,NK_RNA
24328_RNA,T cell,CD4 Naive,T cell_RNA
24329_RNA,T cell,gdT,T cell_RNA
24330_RNA,T cell,CD8 Effector_1,T cell_RNA
24331_RNA,T cell,CD4 Naive,T cell_RNA
24332_RNA,T cell,CD4 Memory,T cell_RNA
24333_RNA,B cell,Naive B,B cell_RNA
24334_RNA,T cell,MAIT,T cell_RNA
24335_RNA,T cell,CD8 Effector_2,T cell_RNA
24336_RNA,NK,NK,NK_RNA
24337_RNA,T cell,CD4 Naive,T cell_RNA
24338_RNA,T cell,Treg,T cell_RNA
24339_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24340_RNA,B cell,Memory B,B cell_RNA
24341_RNA,T cell,Treg,T cell_RNA
24342_RNA,T cell,CD4 Naive,T cell_RNA
24343_RNA,T cell,CD8 Naive,T cell_RNA
24344_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24345_RNA,Progenitor cells,Prog_RBC,Progenitor cells_RNA
24346_RNA,B cell,Memory B,B cell_RNA
24347_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24348_RNA,T cell,CD8 Naive,T cell_RNA
24349_RNA,T cell,CD8 Effector_1,T cell_RNA
24350_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24351_RNA,B cell,Naive B,B cell_RNA
24352_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24353_RNA,T cell,CD8 Naive,T cell_RNA
24354_RNA,T cell,CD4 Memory,T cell_RNA
24355_RNA,Mono/DC,cDC2,Mono/DC_RNA
24356_RNA,T cell,MAIT,T cell_RNA
24357_RNA,T cell,gdT,T cell_RNA
24358_RNA,B cell,Memory B,B cell_RNA
24359_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24360_RNA,T cell,CD8 Naive,T cell_RNA
24361_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24362_RNA,NK,NK,NK_RNA
24363_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24364_RNA,T cell,CD4 Memory,T cell_RNA
24365_RNA,NK,NK,NK_RNA
24366_RNA,T cell,CD4 Naive,T cell_RNA
24367_RNA,T cell,CD8 Naive,T cell_RNA
24368_RNA,T cell,CD4 Memory,T cell_RNA
24369_RNA,T cell,CD8 Effector_1,T cell_RNA
24370_RNA,B cell,Naive B,B cell_RNA
24371_RNA,B cell,Naive B,B cell_RNA
24372_RNA,B cell,Memory B,B cell_RNA
24373_RNA,T cell,CD4 Memory,T cell_RNA
24374_RNA,T cell,CD8 Memory_2,T cell_RNA
24375_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24376_RNA,T cell,CD8 Naive,T cell_RNA
24377_RNA,T cell,CD4 Naive,T cell_RNA
24378_RNA,NK,CD56 bright NK,NK_RNA
24379_RNA,NK,NK,NK_RNA
24380_RNA,T cell,CD4 Naive,T cell_RNA
24381_RNA,T cell,CD4 Memory,T cell_RNA
24382_RNA,T cell,CD4 Naive,T cell_RNA
24383_RNA,T cell,CD4 Naive,T cell_RNA
24384_RNA,B cell,Naive B,B cell_RNA
24385_RNA,T cell,CD4 Naive,T cell_RNA
24386_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24387_RNA,T cell,CD8 Naive,T cell_RNA
24388_RNA,B cell,Memory B,B cell_RNA
24389_RNA,Mono/DC,pDC,Mono/DC_RNA
24390_RNA,T cell,CD4 Naive,T cell_RNA
24391_RNA,T cell,CD4 Naive,T cell_RNA
24392_RNA,B cell,Memory B,B cell_RNA
24393_RNA,NK,NK,NK_RNA
24394_RNA,B cell,Naive B,B cell_RNA
24395_RNA,NK,NK,NK_RNA
24396_RNA,T cell,CD8 Effector_2,T cell_RNA
24397_RNA,Mono/DC,cDC2,Mono/DC_RNA
24398_RNA,T cell,CD4 Naive,T cell_RNA
24399_RNA,T cell,CD4 Memory,T cell_RNA
24400_RNA,T cell,CD4 Memory,T cell_RNA
24401_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24402_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24403_RNA,T cell,CD4 Memory,T cell_RNA
24404_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24405_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24406_RNA,T cell,CD4 Naive,T cell_RNA
24407_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24408_RNA,T cell,CD4 Memory,T cell_RNA
24409_RNA,B cell,Naive B,B cell_RNA
24410_RNA,Progenitor cells,Prog_B 2,Progenitor cells_RNA
24411_RNA,T cell,CD8 Naive,T cell_RNA
24412_RNA,T cell,CD4 Naive,T cell_RNA
24413_RNA,T cell,CD8 Effector_1,T cell_RNA
24414_RNA,Progenitor cells,GMP,Progenitor cells_RNA
24415_RNA,T cell,CD4 Naive,T cell_RNA
24416_RNA,T cell,CD8 Naive,T cell_RNA
24417_RNA,Mono/DC,cDC2,Mono/DC_RNA
24418_RNA,T cell,CD8 Naive,T cell_RNA
24419_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24420_RNA,T cell,CD4 Naive,T cell_RNA
24421_RNA,T cell,CD4 Naive,T cell_RNA
24422_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24423_RNA,T cell,CD4 Naive,T cell_RNA
24424_RNA,T cell,CD8 Naive,T cell_RNA
24425_RNA,Progenitor cells,Prog_Mk,Progenitor cells_RNA
24426_RNA,T cell,CD4 Naive,T cell_RNA
24427_RNA,B cell,Naive B,B cell_RNA
24428_RNA,B cell,Memory B,B cell_RNA
24429_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24430_RNA,B cell,Memory B,B cell_RNA
24431_RNA,B cell,Memory B,B cell_RNA
24432_RNA,T cell,CD4 Naive,T cell_RNA
24433_RNA,NK,NK,NK_RNA
24434_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24435_RNA,T cell,CD4 Memory,T cell_RNA
24436_RNA,T cell,CD4 Naive,T cell_RNA
24437_RNA,B cell,Memory B,B cell_RNA
24438_RNA,T cell,CD8 Naive,T cell_RNA
24439_RNA,T cell,Treg,T cell_RNA
24440_RNA,T cell,CD4 Memory,T cell_RNA
24441_RNA,B cell,Memory B,B cell_RNA
24442_RNA,Mono/DC,CD14 Mono,Mono/DC_RNA
24443_RNA,T cell,CD8 Naive,T cell_RNA
24444_RNA,T cell,CD4 Memory,T cell_RNA
24445_RNA,T cell,CD4 Memory,T cell_RNA
24446_RNA,B cell,Memory B,B cell_RNA
24447_RNA,T cell,CD4 Memory,T cell_RNA
