Index,cell_type,cell_type_02
5266,Monocytes,Monocytes_source
5267,CD8,CD8_source
5268,CD4,CD4_source
5269,NK,NK_source
5270,CD8,CD8_source
5271,CD8,CD8_source
5272,CD4,CD4_source
5273,CD4,CD4_source
5274,CD4,CD4_source
5275,CD8,CD8_source
5276,B Cells,B Cells_source
5277,NK,NK_source
5278,CD8,CD8_source
5279,B Cells,B Cells_source
5280,NK,NK_source
5281,Monocytes,Monocytes_source
5282,CD8,CD8_source
5283,Monocytes,Monocytes_source
5284,CD8,CD8_source
5285,Monocytes,Monocytes_source
5286,CD4,CD4_source
5287,CD8,CD8_source
5288,Monocytes,Monocytes_source
5289,CD4,CD4_source
5290,Dendritic Cells,Dendritic Cells_source
5291,CD8,CD8_source
5292,Monocytes,Monocytes_source
5293,Monocytes,Monocytes_source
5294,CD4,CD4_source
5295,Monocytes,Monocytes_source
5296,Monocytes,Monocytes_source
5297,B Cells,B Cells_source
5298,CD4,CD4_source
5299,CD8,CD8_source
5300,CD8,CD8_source
5301,CD8,CD8_source
5302,B Cells,B Cells_source
5303,CD4,CD4_source
5304,CD8,CD8_source
5305,NK,NK_source
5306,Monocytes,Monocytes_source
5307,CD4,CD4_source
5308,CD4,CD4_source
5309,CD4,CD4_source
5310,Monocytes,Monocytes_source
5311,CD4,CD4_source
5312,CD8,CD8_source
5313,Monocytes,Monocytes_source
5314,CD4,CD4_source
5315,CD4,CD4_source
5316,CD8,CD8_source
5317,Monocytes,Monocytes_source
5318,CD8,CD8_source
5319,CD4,CD4_source
5320,Dendritic Cells,Dendritic Cells_source
5321,CD8,CD8_source
5322,Monocytes,Monocytes_source
5323,Monocytes,Monocytes_source
5324,Monocytes,Monocytes_source
5325,CD8,CD8_source
5326,Monocytes,Monocytes_source
5327,Monocytes,Monocytes_source
5328,CD4,CD4_source
5329,Monocytes,Monocytes_source
5330,Monocytes,Monocytes_source
5331,Dendritic Cells,Dendritic Cells_source
5332,CD4,CD4_source
5333,B Cells,B Cells_source
5334,Monocytes,Monocytes_source
5335,CD8,CD8_source
5336,CD8,CD8_source
5337,CD4,CD4_source
5338,CD4,CD4_source
5339,CD4,CD4_source
5340,Monocytes,Monocytes_source
5341,CD8,CD8_source
5342,Monocytes,Monocytes_source
5343,Monocytes,Monocytes_source
5344,CD8,CD8_source
5345,Dendritic Cells,Dendritic Cells_source
5346,CD4,CD4_source
5347,Monocytes,Monocytes_source
5348,Dendritic Cells,Dendritic Cells_source
5349,CD8,CD8_source
5350,B Cells,B Cells_source
5351,CD8,CD8_source
5352,Dendritic Cells,Dendritic Cells_source
5353,CD8,CD8_source
5354,Monocytes,Monocytes_source
5355,CD4,CD4_source
5356,CD8,CD8_source
5357,B Cells,B Cells_source
5358,Monocytes,Monocytes_source
5359,CD4,CD4_source
5360,Monocytes,Monocytes_source
5361,Monocytes,Monocytes_source
5362,Monocytes,Monocytes_source
5363,B Cells,B Cells_source
5364,B Cells,B Cells_source
5365,B Cells,B Cells_source
5366,CD8,CD8_source
5367,CD8,CD8_source
5368,CD8,CD8_source
5369,CD4,CD4_source
5370,CD4,CD4_source
5371,CD8,CD8_source
5372,CD4,CD4_source
5373,B Cells,B Cells_source
5374,CD8,CD8_source
5375,Monocytes,Monocytes_source
5376,CD4,CD4_source
5377,CD4,CD4_source
5378,CD4,CD4_source
5379,CD8,CD8_source
5380,CD4,CD4_source
5381,B Cells,B Cells_source
5382,CD4,CD4_source
5383,CD8,CD8_source
5384,Monocytes,Monocytes_source
5385,CD4,CD4_source
5386,CD8,CD8_source
5387,Monocytes,Monocytes_source
5388,CD4,CD4_source
5389,CD8,CD8_source
5390,CD8,CD8_source
5391,CD4,CD4_source
5392,B Cells,B Cells_source
5393,Monocytes,Monocytes_source
5394,CD8,CD8_source
5395,Monocytes,Monocytes_source
5396,MAIT,MAIT_source
5397,CD4,CD4_source
5398,Monocytes,Monocytes_source
5399,CD4,CD4_source
5400,B Cells,B Cells_source
5401,CD8,CD8_source
5402,CD4,CD4_source
5403,B Cells,B Cells_source
5404,CD8,CD8_source
5405,Monocytes,Monocytes_source
5406,B Cells,B Cells_source
5407,Monocytes,Monocytes_source
5408,Monocytes,Monocytes_source
5409,CD8,CD8_source
5410,CD8,CD8_source
5411,CD4,CD4_source
5412,NK,NK_source
5413,Monocytes,Monocytes_source
5414,Monocytes,Monocytes_source
5415,Monocytes,Monocytes_source
5416,NK,NK_source
5417,Monocytes,Monocytes_source
5418,CD4,CD4_source
5419,Monocytes,Monocytes_source
5420,CD4,CD4_source
5421,CD4,CD4_source
5422,Monocytes,Monocytes_source
5423,CD4,CD4_source
5424,CD8,CD8_source
5425,MAIT,MAIT_source
5426,CD4,CD4_source
5427,Monocytes,Monocytes_source
5428,Monocytes,Monocytes_source
5429,CD8,CD8_source
5430,Monocytes,Monocytes_source
5431,CD4,CD4_source
5432,Monocytes,Monocytes_source
5433,Monocytes,Monocytes_source
5434,CD4,CD4_source
5435,CD4,CD4_source
5436,CD4,CD4_source
5437,CD4,CD4_source
5438,CD8,CD8_source
5439,CD8,CD8_source
5440,CD8,CD8_source
5441,HSPC,HSPC_source
5442,Monocytes,Monocytes_source
5443,Monocytes,Monocytes_source
5444,CD8,CD8_source
5445,CD8,CD8_source
5446,Monocytes,Monocytes_source
5447,CD4,CD4_source
5448,Dendritic Cells,Dendritic Cells_source
5449,CD4,CD4_source
5450,Monocytes,Monocytes_source
5451,Monocytes,Monocytes_source
5452,Monocytes,Monocytes_source
5453,Monocytes,Monocytes_source
5454,CD4,CD4_source
5455,NK,NK_source
5456,CD4,CD4_source
5457,CD4,CD4_source
5458,CD4,CD4_source
5459,CD8,CD8_source
5460,Monocytes,Monocytes_source
5461,CD4,CD4_source
5462,CD8,CD8_source
5463,CD8,CD8_source
5464,Monocytes,Monocytes_source
5465,Monocytes,Monocytes_source
5466,CD4,CD4_source
5467,CD4,CD4_source
5468,B Cells,B Cells_source
5469,Monocytes,Monocytes_source
5470,Monocytes,Monocytes_source
5471,CD4,CD4_source
5472,Monocytes,Monocytes_source
5473,Monocytes,Monocytes_source
5474,CD4,CD4_source
5475,B Cells,B Cells_source
5476,CD8,CD8_source
5477,CD4,CD4_source
5478,Monocytes,Monocytes_source
5479,Monocytes,Monocytes_source
5480,CD4,CD4_source
5481,Monocytes,Monocytes_source
5482,Monocytes,Monocytes_source
5483,Monocytes,Monocytes_source
5484,CD4,CD4_source
5485,Monocytes,Monocytes_source
5486,NK,NK_source
5487,Monocytes,Monocytes_source
5488,CD4,CD4_source
5489,CD4,CD4_source
5490,NK,NK_source
5491,CD8,CD8_source
5492,CD8,CD8_source
5493,CD4,CD4_source
5494,Dendritic Cells,Dendritic Cells_source
5495,CD4,CD4_source
5496,CD8,CD8_source
5497,NK,NK_source
5498,CD8,CD8_source
5499,CD4,CD4_source
5500,Monocytes,Monocytes_source
5501,CD4,CD4_source
5502,Monocytes,Monocytes_source
5503,CD4,CD4_source
5504,Monocytes,Monocytes_source
5505,B Cells,B Cells_source
5506,Monocytes,Monocytes_source
5507,Monocytes,Monocytes_source
5508,B Cells,B Cells_source
5509,B Cells,B Cells_source
5510,B Cells,B Cells_source
5511,Monocytes,Monocytes_source
5512,CD4,CD4_source
5513,CD8,CD8_source
5514,CD4,CD4_source
5515,B Cells,B Cells_source
5516,CD8,CD8_source
5517,Monocytes,Monocytes_source
5518,Monocytes,Monocytes_source
5519,CD4,CD4_source
5520,Monocytes,Monocytes_source
5521,Monocytes,Monocytes_source
5522,Monocytes,Monocytes_source
5523,Monocytes,Monocytes_source
5524,B Cells,B Cells_source
5525,CD4,CD4_source
5526,Monocytes,Monocytes_source
5527,B Cells,B Cells_source
5528,Monocytes,Monocytes_source
5529,CD4,CD4_source
5530,CD4,CD4_source
5531,Monocytes,Monocytes_source
5532,CD4,CD4_source
5533,Monocytes,Monocytes_source
5534,CD8,CD8_source
5535,B Cells,B Cells_source
5536,Monocytes,Monocytes_source
5537,B Cells,B Cells_source
5538,CD4,CD4_source
5539,CD8,CD8_source
5540,CD4,CD4_source
5541,CD8,CD8_source
5542,B Cells,B Cells_source
5543,CD4,CD4_source
5544,CD4,CD4_source
5545,CD4,CD4_source
5546,Monocytes,Monocytes_source
5547,NK,NK_source
5548,Monocytes,Monocytes_source
5549,Monocytes,Monocytes_source
5550,CD8,CD8_source
5551,NK,NK_source
5552,Monocytes,Monocytes_source
5553,CD4,CD4_source
5554,CD4,CD4_source
5555,B Cells,B Cells_source
5556,CD4,CD4_source
5557,Monocytes,Monocytes_source
5558,MAIT,MAIT_source
5559,CD8,CD8_source
5560,Monocytes,Monocytes_source
5561,Monocytes,Monocytes_source
5562,CD4,CD4_source
5563,CD4,CD4_source
5564,Monocytes,Monocytes_source
5565,CD8,CD8_source
5566,CD8,CD8_source
5567,CD8,CD8_source
5568,CD8,CD8_source
5569,B Cells,B Cells_source
5570,Monocytes,Monocytes_source
5571,Monocytes,Monocytes_source
5572,Monocytes,Monocytes_source
5573,Dendritic Cells,Dendritic Cells_source
5574,CD4,CD4_source
5575,Monocytes,Monocytes_source
5576,CD4,CD4_source
5577,CD8,CD8_source
5578,CD8,CD8_source
5579,Monocytes,Monocytes_source
5580,CD8,CD8_source
5581,B Cells,B Cells_source
5582,Monocytes,Monocytes_source
5583,CD8,CD8_source
5584,CD4,CD4_source
5585,Monocytes,Monocytes_source
5586,CD4,CD4_source
5587,CD4,CD4_source
5588,CD4,CD4_source
5589,Monocytes,Monocytes_source
5590,CD8,CD8_source
5591,CD4,CD4_source
5592,CD4,CD4_source
5593,Monocytes,Monocytes_source
5594,Monocytes,Monocytes_source
5595,CD8,CD8_source
5596,B Cells,B Cells_source
5597,CD4,CD4_source
5598,Monocytes,Monocytes_source
5599,B Cells,B Cells_source
5600,Monocytes,Monocytes_source
5601,Monocytes,Monocytes_source
5602,Monocytes,Monocytes_source
5603,CD4,CD4_source
5604,NK,NK_source
5605,CD4,CD4_source
5606,Monocytes,Monocytes_source
5607,Monocytes,Monocytes_source
5608,CD8,CD8_source
5609,NK,NK_source
5610,B Cells,B Cells_source
5611,Dendritic Cells,Dendritic Cells_source
5612,Monocytes,Monocytes_source
5613,CD4,CD4_source
5614,CD4,CD4_source
5615,Monocytes,Monocytes_source
5616,CD4,CD4_source
5617,Monocytes,Monocytes_source
5618,B Cells,B Cells_source
5619,Monocytes,Monocytes_source
5620,CD8,CD8_source
5621,Dendritic Cells,Dendritic Cells_source
5622,Monocytes,Monocytes_source
5623,CD4,CD4_source
5624,CD8,CD8_source
5625,Monocytes,Monocytes_source
5626,Monocytes,Monocytes_source
5627,Monocytes,Monocytes_source
5628,B Cells,B Cells_source
5629,B Cells,B Cells_source
5630,CD8,CD8_source
5631,Monocytes,Monocytes_source
5632,CD4,CD4_source
5633,CD4,CD4_source
5634,Monocytes,Monocytes_source
5635,Monocytes,Monocytes_source
5636,CD4,CD4_source
5637,CD4,CD4_source
5638,Monocytes,Monocytes_source
5639,Monocytes,Monocytes_source
5640,CD8,CD8_source
5641,B Cells,B Cells_source
5642,Monocytes,Monocytes_source
5643,CD4,CD4_source
5644,B Cells,B Cells_source
5645,CD4,CD4_source
5646,CD4,CD4_source
5647,CD8,CD8_source
5648,NK,NK_source
5649,Monocytes,Monocytes_source
5650,B Cells,B Cells_source
5651,Monocytes,Monocytes_source
5652,CD4,CD4_source
5653,CD8,CD8_source
5654,B Cells,B Cells_source
5655,CD8,CD8_source
5656,Monocytes,Monocytes_source
5657,CD4,CD4_source
5658,CD4,CD4_source
5659,Monocytes,Monocytes_source
5660,B Cells,B Cells_source
5661,NK,NK_source
5662,CD4,CD4_source
5663,CD8,CD8_source
5664,Monocytes,Monocytes_source
5665,CD8,CD8_source
5666,Monocytes,Monocytes_source
5667,NK,NK_source
5668,Monocytes,Monocytes_source
5669,CD4,CD4_source
5670,CD8,CD8_source
5671,CD4,CD4_source
5672,Monocytes,Monocytes_source
5673,B Cells,B Cells_source
5674,CD8,CD8_source
5675,Monocytes,Monocytes_source
5676,CD8,CD8_source
5677,CD4,CD4_source
5678,Monocytes,Monocytes_source
5679,CD8,CD8_source
5680,Monocytes,Monocytes_source
5681,Monocytes,Monocytes_source
5682,CD4,CD4_source
5683,CD8,CD8_source
5684,CD8,CD8_source
5685,CD4,CD4_source
5686,CD4,CD4_source
5687,B Cells,B Cells_source
5688,Monocytes,Monocytes_source
5689,Monocytes,Monocytes_source
5690,Monocytes,Monocytes_source
5691,CD4,CD4_source
5692,CD4,CD4_source
5693,CD8,CD8_source
5694,CD8,CD8_source
5695,Monocytes,Monocytes_source
5696,CD8,CD8_source
5697,CD4,CD4_source
5698,Monocytes,Monocytes_source
5699,NK,NK_source
5700,CD4,CD4_source
5701,Monocytes,Monocytes_source
5702,CD8,CD8_source
5703,Monocytes,Monocytes_source
5704,CD4,CD4_source
5705,B Cells,B Cells_source
5706,CD8,CD8_source
5707,CD8,CD8_source
5708,Monocytes,Monocytes_source
5709,Dendritic Cells,Dendritic Cells_source
5710,CD8,CD8_source
5711,Monocytes,Monocytes_source
5712,Monocytes,Monocytes_source
5713,Monocytes,Monocytes_source
5714,CD4,CD4_source
5715,Monocytes,Monocytes_source
5716,CD4,CD4_source
5717,Monocytes,Monocytes_source
5718,CD4,CD4_source
5719,Monocytes,Monocytes_source
5720,CD8,CD8_source
5721,CD8,CD8_source
5722,CD8,CD8_source
5723,Monocytes,Monocytes_source
5724,CD4,CD4_source
5725,B Cells,B Cells_source
5726,CD8,CD8_source
5727,CD4,CD4_source
5728,CD4,CD4_source
5729,CD4,CD4_source
5730,Monocytes,Monocytes_source
5731,CD4,CD4_source
5732,CD4,CD4_source
5733,B Cells,B Cells_source
5734,CD4,CD4_source
5735,CD4,CD4_source
5736,CD4,CD4_source
5737,Monocytes,Monocytes_source
5738,NK,NK_source
5739,CD4,CD4_source
5740,Monocytes,Monocytes_source
5741,Monocytes,Monocytes_source
5742,CD4,CD4_source
5743,B Cells,B Cells_source
5744,Monocytes,Monocytes_source
5745,MAIT,MAIT_source
5746,B Cells,B Cells_source
5747,CD4,CD4_source
5748,Monocytes,Monocytes_source
5749,CD8,CD8_source
5750,CD4,CD4_source
5751,CD8,CD8_source
5752,CD4,CD4_source
5753,Dendritic Cells,Dendritic Cells_source
5754,CD8,CD8_source
5755,Dendritic Cells,Dendritic Cells_source
5756,CD4,CD4_source
5757,CD4,CD4_source
5758,CD8,CD8_source
5759,CD8,CD8_source
5760,CD8,CD8_source
5761,CD8,CD8_source
5762,CD4,CD4_source
5763,Monocytes,Monocytes_source
5764,Monocytes,Monocytes_source
5765,CD4,CD4_source
5766,CD4,CD4_source
5767,Dendritic Cells,Dendritic Cells_source
5768,CD4,CD4_source
5769,Monocytes,Monocytes_source
5770,Dendritic Cells,Dendritic Cells_source
5771,CD8,CD8_source
5772,CD8,CD8_source
5773,CD4,CD4_source
5774,CD4,CD4_source
5775,NK,NK_source
5776,CD8,CD8_source
5777,CD8,CD8_source
5778,CD4,CD4_source
5779,Dendritic Cells,Dendritic Cells_source
5780,Monocytes,Monocytes_source
5781,B Cells,B Cells_source
5782,CD8,CD8_source
5783,CD8,CD8_source
5784,CD4,CD4_source
5785,CD4,CD4_source
5786,Monocytes,Monocytes_source
5787,B Cells,B Cells_source
5788,NK,NK_source
5789,Monocytes,Monocytes_source
5790,Monocytes,Monocytes_source
5791,Monocytes,Monocytes_source
5792,CD8,CD8_source
5793,CD8,CD8_source
5794,CD8,CD8_source
5795,Monocytes,Monocytes_source
5796,Monocytes,Monocytes_source
5797,CD8,CD8_source
5798,Monocytes,Monocytes_source
5799,CD8,CD8_source
5800,CD8,CD8_source
5801,CD8,CD8_source
5802,Monocytes,Monocytes_source
5803,CD8,CD8_source
5804,CD8,CD8_source
5805,CD4,CD4_source
5806,CD4,CD4_source
5807,Monocytes,Monocytes_source
5808,NK,NK_source
5809,CD4,CD4_source
5810,Monocytes,Monocytes_source
5811,CD4,CD4_source
5812,CD8,CD8_source
5813,Monocytes,Monocytes_source
5814,Monocytes,Monocytes_source
5815,Monocytes,Monocytes_source
5816,CD4,CD4_source
5817,B Cells,B Cells_source
5818,NK,NK_source
5819,B Cells,B Cells_source
5820,CD8,CD8_source
5821,Dendritic Cells,Dendritic Cells_source
5822,CD4,CD4_source
5823,CD4,CD4_source
5824,Monocytes,Monocytes_source
5825,CD8,CD8_source
5826,Monocytes,Monocytes_source
5827,CD8,CD8_source
5828,CD8,CD8_source
5829,CD4,CD4_source
5830,Monocytes,Monocytes_source
5831,MAIT,MAIT_source
5832,CD4,CD4_source
5833,CD8,CD8_source
5834,B Cells,B Cells_source
5835,B Cells,B Cells_source
5836,CD4,CD4_source
5837,CD4,CD4_source
5838,Monocytes,Monocytes_source
5839,CD8,CD8_source
5840,Monocytes,Monocytes_source
5841,CD4,CD4_source
5842,Monocytes,Monocytes_source
5843,NK,NK_source
5844,CD8,CD8_source
5845,Monocytes,Monocytes_source
5846,CD4,CD4_source
5847,NK,NK_source
5848,Monocytes,Monocytes_source
5849,Monocytes,Monocytes_source
5850,B Cells,B Cells_source
5851,CD4,CD4_source
5852,NK,NK_source
5853,Monocytes,Monocytes_source
5854,B Cells,B Cells_source
5855,Monocytes,Monocytes_source
5856,Monocytes,Monocytes_source
5857,Monocytes,Monocytes_source
5858,CD8,CD8_source
5859,Monocytes,Monocytes_source
5860,CD8,CD8_source
5861,CD4,CD4_source
5862,CD4,CD4_source
5863,CD4,CD4_source
5864,Monocytes,Monocytes_source
5865,MAIT,MAIT_source
5866,CD8,CD8_source
5867,Monocytes,Monocytes_source
5868,CD4,CD4_source
5869,CD8,CD8_source
5870,Monocytes,Monocytes_source
5871,Monocytes,Monocytes_source
5872,B Cells,B Cells_source
5873,HSPC,HSPC_source
5874,B Cells,B Cells_source
5875,Dendritic Cells,Dendritic Cells_source
5876,Monocytes,Monocytes_source
5877,Monocytes,Monocytes_source
5878,Monocytes,Monocytes_source
5879,CD8,CD8_source
5880,CD4,CD4_source
5881,CD8,CD8_source
5882,Monocytes,Monocytes_source
5883,CD8,CD8_source
5884,Monocytes,Monocytes_source
5885,CD8,CD8_source
5886,CD8,CD8_source
5887,CD4,CD4_source
5888,Monocytes,Monocytes_source
5889,CD4,CD4_source
5890,CD4,CD4_source
5891,CD4,CD4_source
5892,Monocytes,Monocytes_source
5893,CD4,CD4_source
5894,CD8,CD8_source
5895,CD8,CD8_source
5896,CD8,CD8_source
5897,B Cells,B Cells_source
5898,CD4,CD4_source
5899,CD4,CD4_source
5900,Monocytes,Monocytes_source
5901,NK,NK_source
5902,CD8,CD8_source
5903,CD4,CD4_source
5904,B Cells,B Cells_source
5905,Monocytes,Monocytes_source
5906,Monocytes,Monocytes_source
5907,CD8,CD8_source
5908,Monocytes,Monocytes_source
5909,CD8,CD8_source
5910,B Cells,B Cells_source
5911,Monocytes,Monocytes_source
5912,Monocytes,Monocytes_source
5913,CD4,CD4_source
5914,CD4,CD4_source
5915,CD8,CD8_source
5916,CD4,CD4_source
5917,B Cells,B Cells_source
5918,Monocytes,Monocytes_source
5919,CD4,CD4_source
5920,CD4,CD4_source
5921,CD4,CD4_source
5922,CD4,CD4_source
5923,CD8,CD8_source
5924,CD8,CD8_source
5925,CD4,CD4_source
5926,CD4,CD4_source
5927,CD8,CD8_source
5928,Monocytes,Monocytes_source
5929,CD4,CD4_source
5930,Monocytes,Monocytes_source
5931,B Cells,B Cells_source
5932,B Cells,B Cells_source
5933,CD8,CD8_source
5934,CD8,CD8_source
5935,CD8,CD8_source
5936,CD8,CD8_source
5937,Monocytes,Monocytes_source
5938,B Cells,B Cells_source
5939,Monocytes,Monocytes_source
5940,CD4,CD4_source
5941,CD4,CD4_source
5942,CD8,CD8_source
5943,CD4,CD4_source
5944,CD4,CD4_source
5945,Monocytes,Monocytes_source
5946,B Cells,B Cells_source
5947,CD4,CD4_source
5948,B Cells,B Cells_source
5949,CD4,CD4_source
5950,CD4,CD4_source
5951,Monocytes,Monocytes_source
5952,CD8,CD8_source
5953,CD4,CD4_source
5954,CD4,CD4_source
5955,B Cells,B Cells_source
5956,Monocytes,Monocytes_source
5957,Monocytes,Monocytes_source
5958,B Cells,B Cells_source
5959,B Cells,B Cells_source
5960,CD4,CD4_source
5961,CD8,CD8_source
5962,Monocytes,Monocytes_source
5963,CD8,CD8_source
5964,CD4,CD4_source
5965,NK,NK_source
5966,Monocytes,Monocytes_source
5967,Monocytes,Monocytes_source
5968,CD8,CD8_source
5969,B Cells,B Cells_source
5970,CD4,CD4_source
5971,Monocytes,Monocytes_source
5972,CD8,CD8_source
5973,CD4,CD4_source
5974,CD8,CD8_source
5975,Monocytes,Monocytes_source
5976,NK,NK_source
5977,CD8,CD8_source
5978,Monocytes,Monocytes_source
5979,CD8,CD8_source
5980,CD4,CD4_source
5981,CD4,CD4_source
5982,Monocytes,Monocytes_source
5983,CD8,CD8_source
5984,Monocytes,Monocytes_source
5985,CD4,CD4_source
5986,Monocytes,Monocytes_source
5987,CD8,CD8_source
5988,CD4,CD4_source
5989,CD4,CD4_source
5990,CD4,CD4_source
5991,CD8,CD8_source
5992,CD8,CD8_source
5993,CD4,CD4_source
5994,CD8,CD8_source
5995,CD4,CD4_source
5996,B Cells,B Cells_source
5997,CD8,CD8_source
5998,MAIT,MAIT_source
5999,Monocytes,Monocytes_source
6000,Monocytes,Monocytes_source
6001,Dendritic Cells,Dendritic Cells_source
6002,CD8,CD8_source
6003,CD8,CD8_source
6004,NK,NK_source
6005,CD8,CD8_source
6006,CD4,CD4_source
6007,CD8,CD8_source
6008,CD8,CD8_source
6009,CD8,CD8_source
6010,Monocytes,Monocytes_source
6011,Monocytes,Monocytes_source
6012,CD8,CD8_source
6013,Monocytes,Monocytes_source
6014,Monocytes,Monocytes_source
6015,CD8,CD8_source
6016,B Cells,B Cells_source
6017,B Cells,B Cells_source
6018,CD4,CD4_source
6019,CD4,CD4_source
6020,CD4,CD4_source
6021,Monocytes,Monocytes_source
6022,B Cells,B Cells_source
6023,Dendritic Cells,Dendritic Cells_source
6024,Monocytes,Monocytes_source
6025,CD4,CD4_source
6026,B Cells,B Cells_source
6027,Monocytes,Monocytes_source
6028,Monocytes,Monocytes_source
6029,CD8,CD8_source
6030,Monocytes,Monocytes_source
6031,Monocytes,Monocytes_source
6032,CD8,CD8_source
6033,Monocytes,Monocytes_source
6034,CD4,CD4_source
6035,NK,NK_source
