Index,cell_type,is_train
10046,Monocytes,1
10047,Monocytes,1
10048,CD4,1
10049,Monocytes,1
10050,Monocytes,1
10051,B Cells,1
10052,B Cells,0
10053,Monocytes,1
10054,Monocytes,0
10055,Monocytes,1
10056,Monocytes,1
10057,B Cells,1
10058,Monocytes,0
10059,B Cells,0
10060,CD4,1
10061,B Cells,1
10062,CD4,0
10063,Monocytes,0
10064,Dendritic Cells,1
10065,CD8,1
10066,CD4,1
10067,Monocytes,1
10068,Monocytes,0
10069,CD8,1
10070,CD8,1
10071,Monocytes,1
10072,Monocytes,0
10073,Dendritic Cells,1
10074,Monocytes,1
10075,CD4,0
10076,B Cells,1
10077,Monocytes,1
10078,CD4,1
10079,NK,1
10080,CD4,1
10081,CD8,1
10082,B Cells,1
10083,B Cells,1
10084,Monocytes,1
10085,CD4,1
10086,Monocytes,1
10087,Monocytes,1
10088,Dendritic Cells,1
10089,Monocytes,1
10090,CD8,0
10091,CD4,1
10092,Monocytes,1
10093,CD8,1
10094,CD4,1
10095,Dendritic Cells,1
10096,CD4,0
10097,Monocytes,1
10098,CD4,1
10099,CD4,1
10100,CD8,1
10101,MAIT,1
10102,CD8,1
10103,B Cells,1
10104,CD8,1
10105,Monocytes,1
10106,CD4,1
10107,CD4,1
10108,CD4,1
10109,CD8,1
10110,CD4,1
10111,CD8,1
10112,NK,1
10113,CD8,1
10114,Monocytes,0
10115,CD8,1
10116,CD8,0
10117,MAIT,1
10118,CD8,1
10119,Monocytes,1
10120,CD8,1
10121,CD8,1
10122,NK,1
10123,Monocytes,1
10124,CD8,1
10125,Monocytes,1
10126,CD8,0
10127,CD4,1
10128,Monocytes,1
10129,CD4,0
10130,Monocytes,1
10131,CD4,1
10132,CD4,1
10133,CD4,1
10134,Monocytes,1
10135,B Cells,0
10136,CD4,1
10137,CD8,1
10138,Monocytes,1
10139,NK,1
10140,CD4,1
10141,CD8,1
10142,CD4,1
10143,CD8,1
10144,CD4,1
10145,CD4,1
10146,CD8,1
10147,CD8,1
10148,CD8,1
10149,Monocytes,1
10150,Monocytes,1
10151,CD8,1
10152,CD8,1
10153,Monocytes,1
10154,Dendritic Cells,1
10155,CD4,1
10156,CD8,1
10157,Monocytes,1
10158,NK,1
10159,B Cells,1
10160,Monocytes,1
10161,Monocytes,1
10162,CD4,1
10163,NK,1
10164,Monocytes,0
10165,CD4,1
10166,Monocytes,1
10167,CD4,0
10168,NK,1
10169,CD8,1
10170,CD8,1
10171,CD4,1
10172,Monocytes,1
10173,CD4,1
10174,B Cells,1
10175,CD8,1
10176,B Cells,1
10177,CD4,0
10178,Monocytes,0
10179,Monocytes,1
10180,CD4,1
10181,B Cells,1
10182,CD4,0
10183,CD4,1
10184,Monocytes,1
10185,Monocytes,1
10186,B Cells,1
10187,NK,1
10188,Dendritic Cells,1
10189,CD4,1
10190,CD4,1
10191,B Cells,1
10192,CD8,1
10193,CD8,1
10194,Monocytes,0
10195,CD4,1
10196,CD4,1
10197,CD8,1
10198,B Cells,1
10199,B Cells,1
10200,CD4,1
10201,CD8,1
10202,NK,1
10203,Monocytes,1
10204,Monocytes,0
10205,Monocytes,0
10206,CD4,1
10207,CD4,1
10208,HSPC,1
10209,CD4,1
10210,CD4,1
10211,Dendritic Cells,1
10212,CD4,1
10213,Monocytes,1
10214,CD4,0
10215,Monocytes,1
10216,B Cells,1
10217,Monocytes,0
10218,Monocytes,1
10219,CD8,1
10220,Monocytes,0
10221,CD4,1
10222,NK,1
10223,Monocytes,1
10224,Monocytes,1
10225,CD4,1
10226,Monocytes,1
10227,Monocytes,1
10228,B Cells,1
10229,HSPC,1
10230,Monocytes,1
10231,B Cells,1
10232,CD4,1
10233,Dendritic Cells,1
10234,Monocytes,1
10235,CD4,0
10236,NK,1
10237,CD4,1
10238,CD4,1
10239,CD4,1
10240,Dendritic Cells,1
10241,Dendritic Cells,1
10242,CD4,1
10243,B Cells,1
10244,B Cells,1
10245,CD4,0
10246,CD8,1
10247,CD8,1
10248,Monocytes,1
10249,Monocytes,1
10250,CD8,1
10251,CD4,1
10252,Monocytes,1
10253,Monocytes,1
10254,Monocytes,0
10255,CD4,1
10256,Monocytes,1
10257,CD8,1
10258,CD8,1
10259,CD8,1
10260,CD8,1
10261,CD4,1
10262,Monocytes,1
10263,Monocytes,0
10264,Monocytes,1
10265,CD4,1
10266,CD4,0
10267,NK,0
10268,Monocytes,1
10269,CD4,1
10270,Monocytes,1
10271,CD4,1
10272,Monocytes,1
10273,CD4,0
10274,CD4,1
10275,CD8,1
10276,CD4,1
10277,MAIT,0
10278,CD4,1
10279,B Cells,1
10280,B Cells,1
10281,Monocytes,0
10282,Monocytes,1
10283,B Cells,1
10284,Monocytes,1
10285,CD4,0
10286,B Cells,0
10287,CD4,0
10288,Monocytes,1
10289,Monocytes,1
10290,CD4,1
10291,B Cells,1
10292,Monocytes,1
10293,CD4,1
10294,Monocytes,1
10295,Monocytes,0
10296,CD4,0
10297,B Cells,0
10298,B Cells,1
10299,CD8,1
10300,Monocytes,1
10301,Dendritic Cells,1
10302,Monocytes,1
10303,CD4,0
10304,CD4,1
10305,B Cells,1
10306,CD4,1
10307,CD8,1
10308,Monocytes,1
10309,CD4,1
10310,CD4,1
10311,CD4,1
10312,CD8,1
10313,NK,0
10314,Monocytes,1
10315,Monocytes,1
10316,CD8,1
10317,CD8,1
10318,CD4,1
10319,CD8,1
10320,Monocytes,1
10321,Monocytes,0
10322,CD4,0
10323,B Cells,1
10324,CD4,1
10325,CD8,1
10326,Monocytes,0
10327,CD4,1
10328,CD8,1
10329,Monocytes,1
10330,CD4,1
10331,Monocytes,1
10332,HSPC,1
10333,CD8,1
10334,Monocytes,1
10335,CD4,0
10336,CD8,1
10337,CD4,0
10338,CD8,1
10339,CD4,1
10340,Monocytes,1
10341,Monocytes,1
10342,CD4,1
10343,Monocytes,1
10344,CD8,0
10345,CD4,1
10346,CD8,1
10347,Monocytes,1
10348,Monocytes,1
10349,Monocytes,1
10350,B Cells,0
10351,Monocytes,1
10352,Monocytes,1
10353,Monocytes,1
10354,Monocytes,1
10355,Monocytes,1
10356,Monocytes,0
10357,CD4,1
10358,B Cells,1
10359,CD4,1
10360,Monocytes,1
10361,CD8,1
10362,Monocytes,1
10363,Monocytes,0
10364,CD4,1
10365,Monocytes,0
10366,Monocytes,1
10367,CD8,1
10368,Monocytes,0
10369,Monocytes,1
10370,B Cells,1
10371,CD4,1
10372,CD8,1
10373,CD4,1
10374,CD8,1
10375,Monocytes,1
10376,Monocytes,1
10377,Monocytes,1
10378,CD8,0
10379,CD4,1
10380,CD8,1
10381,Monocytes,1
10382,CD4,1
10383,B Cells,1
10384,MAIT,1
10385,Monocytes,1
10386,Monocytes,1
10387,CD4,1
10388,Monocytes,0
10389,Monocytes,0
10390,Monocytes,1
10391,CD4,0
10392,CD4,1
10393,CD8,1
10394,CD4,0
10395,Monocytes,1
10396,Monocytes,1
10397,CD4,1
10398,CD4,1
10399,Monocytes,1
10400,Monocytes,1
10401,B Cells,1
10402,CD8,1
10403,CD8,1
10404,Monocytes,1
10405,Monocytes,0
10406,B Cells,1
10407,CD8,1
10408,Monocytes,1
10409,NK,1
10410,CD4,0
10411,CD8,1
